Will train until eval error hasn't decreased in 100 rounds.
[0]	train-rmspe:0.999994	eval-rmspe:0.999746
[1426]	train-rmspe:0.126799	eval-rmspe:0.139708
[1427]	train-rmspe:0.126818	eval-rmspe:0.139710
[1428]	train-rmspe:0.126781	eval-rmspe:0.139722
[1429]	train-rmspe:0.126759	eval-rmspe:0.139714
[1430]	train-rmspe:0.126729	eval-rmspe:0.139702
[1431]	train-rmspe:0.126700	eval-rmspe:0.139700
[1432]	train-rmspe:0.126694	eval-rmspe:0.139695
[1433]	train-rmspe:0.126648	eval-rmspe:0.139683
[1434]	train-rmspe:0.126640	eval-rmspe:0.139678
[1435]	train-rmspe:0.126620	eval-rmspe:0.139673
[1436]	train-rmspe:0.126600	eval-rmspe:0.139674
[1437]	train-rmspe:0.126532	eval-rmspe:0.139626
[1438]	train-rmspe:0.126529	eval-rmspe:0.139627
[1439]	train-rmspe:0.126522	eval-rmspe:0.139625
[1440]	train-rmspe:0.126515	eval-rmspe:0.139624
[1441]	train-rmspe:0.126508	eval-rmspe:0.139625
[1442]	train-rmspe:0.126483	eval-rmspe:0.139619
[1443]	train-rmspe:0.126464	eval-rmspe:0.139614
[1444]	train-rmspe:0.126444	eval-rmspe:0.139607
[1445]	train-rmspe:0.126407	eval-rmspe:0.139594
[1446]	train-rmspe:0.126384	eval-rmspe:0.139594
[1447]	train-rmspe:0.126383	eval-rmspe:0.139594
[1448]	train-rmspe:0.126370	eval-rmspe:0.139596
[1449]	train-rmspe:0.126349	eval-rmspe:0.139598
[1450]	train-rmspe:0.126301	eval-rmspe:0.139573
[1451]	train-rmspe:0.126264	eval-rmspe:0.139566
[1452]	train-rmspe:0.126258	eval-rmspe:0.139567
[1453]	train-rmspe:0.126254	eval-rmspe:0.139569
[1454]	train-rmspe:0.126248	eval-rmspe:0.139570
[1455]	train-rmspe:0.126240	eval-rmspe:0.139564
[1456]	train-rmspe:0.126214	eval-rmspe:0.139572
[1457]	train-rmspe:0.126197	eval-rmspe:0.139569
[1458]	train-rmspe:0.126086	eval-rmspe:0.139483
[1459]	train-rmspe:0.126053	eval-rmspe:0.139445
[1460]	train-rmspe:0.126050	eval-rmspe:0.139445
[1461]	train-rmspe:0.126034	eval-rmspe:0.139444
[1462]	train-rmspe:0.125973	eval-rmspe:0.139370
[1463]	train-rmspe:0.125964	eval-rmspe:0.139361
[1464]	train-rmspe:0.125942	eval-rmspe:0.139354
[1465]	train-rmspe:0.125922	eval-rmspe:0.139351
[1466]	train-rmspe:0.125918	eval-rmspe:0.139354
[1467]	train-rmspe:0.125904	eval-rmspe:0.139353
[1468]	train-rmspe:0.125874	eval-rmspe:0.139354
[1469]	train-rmspe:0.125851	eval-rmspe:0.139356
[1470]	train-rmspe:0.125842	eval-rmspe:0.139348
[1471]	train-rmspe:0.125813	eval-rmspe:0.139291
[1472]	train-rmspe:0.125650	eval-rmspe:0.139247
[1473]	train-rmspe:0.125635	eval-rmspe:0.139240
[1474]	train-rmspe:0.125556	eval-rmspe:0.139181
[1475]	train-rmspe:0.125549	eval-rmspe:0.139179
[1476]	train-rmspe:0.125538	eval-rmspe:0.139178
[1477]	train-rmspe:0.125516	eval-rmspe:0.139171
[1478]	train-rmspe:0.125506	eval-rmspe:0.139170
[1479]	train-rmspe:0.125472	eval-rmspe:0.139135
[1480]	train-rmspe:0.125463	eval-rmspe:0.139139
[1481]	train-rmspe:0.125400	eval-rmspe:0.139138
[1482]	train-rmspe:0.125388	eval-rmspe:0.139140
[1483]	train-rmspe:0.125365	eval-rmspe:0.139195
[1484]	train-rmspe:0.125360	eval-rmspe:0.139196
[1485]	train-rmspe:0.125341	eval-rmspe:0.139189
[1486]	train-rmspe:0.125276	eval-rmspe:0.139068
[1487]	train-rmspe:0.125217	eval-rmspe:0.139042
[1488]	train-rmspe:0.125216	eval-rmspe:0.139042
[1489]	train-rmspe:0.125202	eval-rmspe:0.139040
[1490]	train-rmspe:0.125197	eval-rmspe:0.139027
[1491]	train-rmspe:0.125176	eval-rmspe:0.138999
[1492]	train-rmspe:0.125151	eval-rmspe:0.139003
[1493]	train-rmspe:0.125146	eval-rmspe:0.139006
[1494]	train-rmspe:0.125135	eval-rmspe:0.139014
[1495]	train-rmspe:0.125130	eval-rmspe:0.139013
[1496]	train-rmspe:0.125115	eval-rmspe:0.139005
[1497]	train-rmspe:0.125107	eval-rmspe:0.139008
[1498]	train-rmspe:0.125093	eval-rmspe:0.139005
[1499]	train-rmspe:0.125077	eval-rmspe:0.138987
[1500]	train-rmspe:0.125022	eval-rmspe:0.138975
[1501]	train-rmspe:0.124964	eval-rmspe:0.138939
[1502]	train-rmspe:0.124947	eval-rmspe:0.138939
[1503]	train-rmspe:0.124928	eval-rmspe:0.138929
[1504]	train-rmspe:0.124923	eval-rmspe:0.138920
[1505]	train-rmspe:0.124906	eval-rmspe:0.138919
[1506]	train-rmspe:0.124884	eval-rmspe:0.138910
[1507]	train-rmspe:0.124880	eval-rmspe:0.138910
[1508]	train-rmspe:0.124854	eval-rmspe:0.138907
[1509]	train-rmspe:0.124838	eval-rmspe:0.138896
[1510]	train-rmspe:0.124783	eval-rmspe:0.138853
[1511]	train-rmspe:0.124766	eval-rmspe:0.138846
[1512]	train-rmspe:0.124765	eval-rmspe:0.138860
[1513]	train-rmspe:0.124746	eval-rmspe:0.138854
[1514]	train-rmspe:0.124736	eval-rmspe:0.138841
[1515]	train-rmspe:0.124721	eval-rmspe:0.138843
[1516]	train-rmspe:0.124643	eval-rmspe:0.138760
[1517]	train-rmspe:0.124619	eval-rmspe:0.138777
[1518]	train-rmspe:0.124589	eval-rmspe:0.138777
[1519]	train-rmspe:0.124555	eval-rmspe:0.138758
[1520]	train-rmspe:0.124515	eval-rmspe:0.138745
[1521]	train-rmspe:0.124497	eval-rmspe:0.138741
[1522]	train-rmspe:0.124470	eval-rmspe:0.138732
[1523]	train-rmspe:0.124429	eval-rmspe:0.138671
[1524]	train-rmspe:0.124417	eval-rmspe:0.138682
[1525]	train-rmspe:0.124409	eval-rmspe:0.138684
[1526]	train-rmspe:0.124407	eval-rmspe:0.138687
[1527]	train-rmspe:0.124404	eval-rmspe:0.138683
[1528]	train-rmspe:0.124386	eval-rmspe:0.138665
[1529]	train-rmspe:0.124372	eval-rmspe:0.138663
[1530]	train-rmspe:0.124370	eval-rmspe:0.138660
[1531]	train-rmspe:0.124367	eval-rmspe:0.138661
[1532]	train-rmspe:0.124365	eval-rmspe:0.138661
[1533]	train-rmspe:0.124360	eval-rmspe:0.138661
[1534]	train-rmspe:0.124356	eval-rmspe:0.138661
[1535]	train-rmspe:0.124318	eval-rmspe:0.138647
[1536]	train-rmspe:0.124302	eval-rmspe:0.138635
[1537]	train-rmspe:0.124046	eval-rmspe:0.138636
[1538]	train-rmspe:0.124033	eval-rmspe:0.138638
[1539]	train-rmspe:0.124020	eval-rmspe:0.138634
[1540]	train-rmspe:0.123990	eval-rmspe:0.138628
[1541]	train-rmspe:0.123967	eval-rmspe:0.138632
[1542]	train-rmspe:0.123951	eval-rmspe:0.138630
[1543]	train-rmspe:0.123905	eval-rmspe:0.138607
[1544]	train-rmspe:0.123879	eval-rmspe:0.138609
[1545]	train-rmspe:0.123876	eval-rmspe:0.138605
[1546]	train-rmspe:0.123852	eval-rmspe:0.138602
[1547]	train-rmspe:0.123838	eval-rmspe:0.138588
[1548]	train-rmspe:0.123824	eval-rmspe:0.138590
[1549]	train-rmspe:0.123806	eval-rmspe:0.138590
[1550]	train-rmspe:0.123800	eval-rmspe:0.138588
[1551]	train-rmspe:0.123775	eval-rmspe:0.138591
[1552]	train-rmspe:0.123768	eval-rmspe:0.138589
[1553]	train-rmspe:0.123731	eval-rmspe:0.138585
[1554]	train-rmspe:0.123717	eval-rmspe:0.138595
[1555]	train-rmspe:0.123699	eval-rmspe:0.138590
[1556]	train-rmspe:0.123672	eval-rmspe:0.138591
[1557]	train-rmspe:0.123647	eval-rmspe:0.138578
[1558]	train-rmspe:0.123631	eval-rmspe:0.138576
[1559]	train-rmspe:0.123629	eval-rmspe:0.138573
[1560]	train-rmspe:0.123618	eval-rmspe:0.138572
[1561]	train-rmspe:0.123613	eval-rmspe:0.138573
[1562]	train-rmspe:0.123554	eval-rmspe:0.138543
[1563]	train-rmspe:0.123550	eval-rmspe:0.138550
[1564]	train-rmspe:0.123530	eval-rmspe:0.138562
[1565]	train-rmspe:0.123515	eval-rmspe:0.138566
[1566]	train-rmspe:0.123497	eval-rmspe:0.138567
[1567]	train-rmspe:0.123475	eval-rmspe:0.138550
[1568]	train-rmspe:0.123470	eval-rmspe:0.138549
[1569]	train-rmspe:0.123463	eval-rmspe:0.138547
[1570]	train-rmspe:0.123448	eval-rmspe:0.138537
[1571]	train-rmspe:0.123433	eval-rmspe:0.138523
[1572]	train-rmspe:0.123426	eval-rmspe:0.138514
[1573]	train-rmspe:0.123300	eval-rmspe:0.138405
[1574]	train-rmspe:0.123273	eval-rmspe:0.138391
[1575]	train-rmspe:0.123252	eval-rmspe:0.138387
[1576]	train-rmspe:0.123240	eval-rmspe:0.138391
[1577]	train-rmspe:0.123231	eval-rmspe:0.138392
[1578]	train-rmspe:0.123185	eval-rmspe:0.138361
[1579]	train-rmspe:0.123167	eval-rmspe:0.138359
[1580]	train-rmspe:0.123166	eval-rmspe:0.138357
[1581]	train-rmspe:0.123144	eval-rmspe:0.138359
[1582]	train-rmspe:0.123118	eval-rmspe:0.138357
[1583]	train-rmspe:0.123115	eval-rmspe:0.138355
[1584]	train-rmspe:0.123087	eval-rmspe:0.138349
[1585]	train-rmspe:0.123113	eval-rmspe:0.138347
[1586]	train-rmspe:0.123107	eval-rmspe:0.138348
[1587]	train-rmspe:0.123099	eval-rmspe:0.138351
[1588]	train-rmspe:0.123084	eval-rmspe:0.138351
[1589]	train-rmspe:0.123061	eval-rmspe:0.138336
[1590]	train-rmspe:0.123057	eval-rmspe:0.138334
[1591]	train-rmspe:0.123036	eval-rmspe:0.138335
[1592]	train-rmspe:0.123029	eval-rmspe:0.138339
[1593]	train-rmspe:0.123022	eval-rmspe:0.138333
[1594]	train-rmspe:0.122986	eval-rmspe:0.138329
[1595]	train-rmspe:0.122920	eval-rmspe:0.138274
[1596]	train-rmspe:0.122880	eval-rmspe:0.138275
[1597]	train-rmspe:0.122872	eval-rmspe:0.138271
[1598]	train-rmspe:0.122863	eval-rmspe:0.138275
[1599]	train-rmspe:0.122850	eval-rmspe:0.138274
[1600]	train-rmspe:0.122812	eval-rmspe:0.138257
[1601]	train-rmspe:0.122803	eval-rmspe:0.138258
[1602]	train-rmspe:0.122783	eval-rmspe:0.138278
[1603]	train-rmspe:0.122777	eval-rmspe:0.138274
[1604]	train-rmspe:0.122772	eval-rmspe:0.138271
[1605]	train-rmspe:0.122754	eval-rmspe:0.138270
[1606]	train-rmspe:0.122751	eval-rmspe:0.138271
[1607]	train-rmspe:0.122738	eval-rmspe:0.138265
[1608]	train-rmspe:0.122733	eval-rmspe:0.138269
[1609]	train-rmspe:0.122715	eval-rmspe:0.138269
[1610]	train-rmspe:0.122696	eval-rmspe:0.138260
[1611]	train-rmspe:0.122683	eval-rmspe:0.138259
[1612]	train-rmspe:0.122676	eval-rmspe:0.138257
[1613]	train-rmspe:0.122664	eval-rmspe:0.138264
[1614]	train-rmspe:0.122625	eval-rmspe:0.138169
[1615]	train-rmspe:0.122615	eval-rmspe:0.138168
[1616]	train-rmspe:0.122610	eval-rmspe:0.138167
[1617]	train-rmspe:0.122604	eval-rmspe:0.138168
[1618]	train-rmspe:0.122549	eval-rmspe:0.138125
[1619]	train-rmspe:0.122517	eval-rmspe:0.138129
[1620]	train-rmspe:0.122502	eval-rmspe:0.138125
[1621]	train-rmspe:0.122485	eval-rmspe:0.138115
[1622]	train-rmspe:0.122444	eval-rmspe:0.138141
[1623]	train-rmspe:0.122422	eval-rmspe:0.138142
[1624]	train-rmspe:0.122388	eval-rmspe:0.138111
[1625]	train-rmspe:0.122363	eval-rmspe:0.138100
[1626]	train-rmspe:0.122355	eval-rmspe:0.138095
[1627]	train-rmspe:0.122351	eval-rmspe:0.138091
[1628]	train-rmspe:0.122333	eval-rmspe:0.138076
[1629]	train-rmspe:0.122307	eval-rmspe:0.138081
[1630]	train-rmspe:0.122303	eval-rmspe:0.138083
[1631]	train-rmspe:0.122292	eval-rmspe:0.138087
[1632]	train-rmspe:0.122263	eval-rmspe:0.138080
[1633]	train-rmspe:0.122256	eval-rmspe:0.138073
[1634]	train-rmspe:0.122219	eval-rmspe:0.138035
[1635]	train-rmspe:0.122216	eval-rmspe:0.138037
[1636]	train-rmspe:0.122212	eval-rmspe:0.138037
[1637]	train-rmspe:0.122206	eval-rmspe:0.138031
[1638]	train-rmspe:0.122192	eval-rmspe:0.138023
[1639]	train-rmspe:0.122160	eval-rmspe:0.138008
[1640]	train-rmspe:0.122144	eval-rmspe:0.138005
[1641]	train-rmspe:0.122116	eval-rmspe:0.138005
[1642]	train-rmspe:0.122052	eval-rmspe:0.138007
[1643]	train-rmspe:0.122049	eval-rmspe:0.138006
[1644]	train-rmspe:0.122019	eval-rmspe:0.137987
[1645]	train-rmspe:0.122018	eval-rmspe:0.137986
[1646]	train-rmspe:0.122010	eval-rmspe:0.137984
[1647]	train-rmspe:0.122000	eval-rmspe:0.137983
[1648]	train-rmspe:0.121638	eval-rmspe:0.137992
[1649]	train-rmspe:0.121621	eval-rmspe:0.137978
[1650]	train-rmspe:0.121598	eval-rmspe:0.137977
[1651]	train-rmspe:0.121581	eval-rmspe:0.137978
[1652]	train-rmspe:0.121577	eval-rmspe:0.137966
[1653]	train-rmspe:0.121551	eval-rmspe:0.137972
[1654]	train-rmspe:0.121531	eval-rmspe:0.137972
[1655]	train-rmspe:0.121512	eval-rmspe:0.137951
[1656]	train-rmspe:0.121475	eval-rmspe:0.137950
[1657]	train-rmspe:0.121465	eval-rmspe:0.137952
[1658]	train-rmspe:0.121464	eval-rmspe:0.137959
[1659]	train-rmspe:0.121462	eval-rmspe:0.137960
[1660]	train-rmspe:0.121449	eval-rmspe:0.137967
[1661]	train-rmspe:0.121447	eval-rmspe:0.137967
[1662]	train-rmspe:0.121439	eval-rmspe:0.137954
[1663]	train-rmspe:0.121417	eval-rmspe:0.137953
[1664]	train-rmspe:0.121401	eval-rmspe:0.137950
[1665]	train-rmspe:0.121394	eval-rmspe:0.137947
[1666]	train-rmspe:0.121373	eval-rmspe:0.137947
[1667]	train-rmspe:0.121367	eval-rmspe:0.137946
[1668]	train-rmspe:0.121352	eval-rmspe:0.137937
[1669]	train-rmspe:0.121356	eval-rmspe:0.137938
[1670]	train-rmspe:0.121316	eval-rmspe:0.137939
[1671]	train-rmspe:0.121291	eval-rmspe:0.137925
[1672]	train-rmspe:0.121246	eval-rmspe:0.137866
[1673]	train-rmspe:0.121215	eval-rmspe:0.137858
[1674]	train-rmspe:0.121213	eval-rmspe:0.137863
[1675]	train-rmspe:0.121209	eval-rmspe:0.137862
[1676]	train-rmspe:0.121191	eval-rmspe:0.137868
[1677]	train-rmspe:0.121168	eval-rmspe:0.137869
[1678]	train-rmspe:0.121129	eval-rmspe:0.137868
[1679]	train-rmspe:0.121118	eval-rmspe:0.137864
[1680]	train-rmspe:0.121115	eval-rmspe:0.137866
[1681]	train-rmspe:0.121095	eval-rmspe:0.137868
[1682]	train-rmspe:0.121073	eval-rmspe:0.137858
[1683]	train-rmspe:0.120919	eval-rmspe:0.137861
[1684]	train-rmspe:0.120910	eval-rmspe:0.137860
[1685]	train-rmspe:0.120823	eval-rmspe:0.137854
[1686]	train-rmspe:0.120811	eval-rmspe:0.137857
[1687]	train-rmspe:0.120806	eval-rmspe:0.137858
[1688]	train-rmspe:0.120802	eval-rmspe:0.137858
[1689]	train-rmspe:0.120797	eval-rmspe:0.137854
[1690]	train-rmspe:0.120794	eval-rmspe:0.137852
[1691]	train-rmspe:0.120777	eval-rmspe:0.137888
[1692]	train-rmspe:0.120755	eval-rmspe:0.137898
[1693]	train-rmspe:0.120726	eval-rmspe:0.137897
[1694]	train-rmspe:0.120712	eval-rmspe:0.137902
[1695]	train-rmspe:0.120700	eval-rmspe:0.137907
[1696]	train-rmspe:0.120680	eval-rmspe:0.137909
[1697]	train-rmspe:0.120660	eval-rmspe:0.137904
[1698]	train-rmspe:0.120655	eval-rmspe:0.137914
[1699]	train-rmspe:0.120645	eval-rmspe:0.137927
[1700]	train-rmspe:0.120634	eval-rmspe:0.137930
[1701]	train-rmspe:0.120585	eval-rmspe:0.137874
[1702]	train-rmspe:0.120569	eval-rmspe:0.137879
[1703]	train-rmspe:0.120549	eval-rmspe:0.137880
[1704]	train-rmspe:0.120545	eval-rmspe:0.137878
[1705]	train-rmspe:0.120530	eval-rmspe:0.137878
[1706]	train-rmspe:0.120522	eval-rmspe:0.137881
[1707]	train-rmspe:0.120503	eval-rmspe:0.137869
[1708]	train-rmspe:0.120458	eval-rmspe:0.137858
[1709]	train-rmspe:0.120432	eval-rmspe:0.137858
[1710]	train-rmspe:0.120429	eval-rmspe:0.137861
[1711]	train-rmspe:0.120390	eval-rmspe:0.137859
[1712]	train-rmspe:0.120375	eval-rmspe:0.137850
[1713]	train-rmspe:0.120344	eval-rmspe:0.137850
[1714]	train-rmspe:0.120339	eval-rmspe:0.137848
[1715]	train-rmspe:0.120306	eval-rmspe:0.137834
[1716]	train-rmspe:0.120275	eval-rmspe:0.137839
[1717]	train-rmspe:0.120249	eval-rmspe:0.137831
[1718]	train-rmspe:0.120239	eval-rmspe:0.137824
[1719]	train-rmspe:0.120233	eval-rmspe:0.137823
[1720]	train-rmspe:0.120239	eval-rmspe:0.137827
[1721]	train-rmspe:0.120215	eval-rmspe:0.137813
[1722]	train-rmspe:0.120207	eval-rmspe:0.137809
[1723]	train-rmspe:0.120194	eval-rmspe:0.137806
[1724]	train-rmspe:0.120152	eval-rmspe:0.137780
[1725]	train-rmspe:0.120143	eval-rmspe:0.137793
[1726]	train-rmspe:0.120138	eval-rmspe:0.137804
[1727]	train-rmspe:0.120124	eval-rmspe:0.137812
[1728]	train-rmspe:0.120119	eval-rmspe:0.137809
[1729]	train-rmspe:0.120080	eval-rmspe:0.137766
[1730]	train-rmspe:0.119984	eval-rmspe:0.137730
[1731]	train-rmspe:0.119980	eval-rmspe:0.137732
[1732]	train-rmspe:0.119949	eval-rmspe:0.137696
[1733]	train-rmspe:0.119942	eval-rmspe:0.137699
[1734]	train-rmspe:0.119925	eval-rmspe:0.137694
[1735]	train-rmspe:0.119900	eval-rmspe:0.137680
[1736]	train-rmspe:0.119897	eval-rmspe:0.137681
[1737]	train-rmspe:0.119894	eval-rmspe:0.137691
[1738]	train-rmspe:0.119885	eval-rmspe:0.137701
[1739]	train-rmspe:0.119870	eval-rmspe:0.137696
[1740]	train-rmspe:0.119866	eval-rmspe:0.137696
[1741]	train-rmspe:0.119862	eval-rmspe:0.137696
[1742]	train-rmspe:0.119842	eval-rmspe:0.137682
[1743]	train-rmspe:0.119817	eval-rmspe:0.137691
[1744]	train-rmspe:0.119779	eval-rmspe:0.137670
[1745]	train-rmspe:0.119762	eval-rmspe:0.137676
[1746]	train-rmspe:0.119751	eval-rmspe:0.137679
[1747]	train-rmspe:0.119746	eval-rmspe:0.137675
[1748]	train-rmspe:0.119714	eval-rmspe:0.137667
[1749]	train-rmspe:0.119691	eval-rmspe:0.137665
[1750]	train-rmspe:0.119679	eval-rmspe:0.137657
[1751]	train-rmspe:0.119675	eval-rmspe:0.137650
[1752]	train-rmspe:0.119671	eval-rmspe:0.137648
[1753]	train-rmspe:0.119657	eval-rmspe:0.137651
[1754]	train-rmspe:0.119653	eval-rmspe:0.137651
[1755]	train-rmspe:0.119646	eval-rmspe:0.137652
[1756]	train-rmspe:0.119628	eval-rmspe:0.137646
[1757]	train-rmspe:0.119614	eval-rmspe:0.137649
[1758]	train-rmspe:0.119587	eval-rmspe:0.137630
[1759]	train-rmspe:0.119536	eval-rmspe:0.137609
[1760]	train-rmspe:0.119535	eval-rmspe:0.137612
[1761]	train-rmspe:0.119534	eval-rmspe:0.137610
[1762]	train-rmspe:0.119515	eval-rmspe:0.137603
[1763]	train-rmspe:0.119514	eval-rmspe:0.137607
[1764]	train-rmspe:0.119511	eval-rmspe:0.137599
[1765]	train-rmspe:0.119496	eval-rmspe:0.137621
[1766]	train-rmspe:0.119494	eval-rmspe:0.137623
[1767]	train-rmspe:0.119491	eval-rmspe:0.137620
[1768]	train-rmspe:0.119449	eval-rmspe:0.137611
[1769]	train-rmspe:0.119428	eval-rmspe:0.137607
[1770]	train-rmspe:0.119411	eval-rmspe:0.137609
[1771]	train-rmspe:0.119386	eval-rmspe:0.137622
[1772]	train-rmspe:0.119382	eval-rmspe:0.137624
[1773]	train-rmspe:0.119352	eval-rmspe:0.137621
[1774]	train-rmspe:0.119345	eval-rmspe:0.137623
[1775]	train-rmspe:0.119343	eval-rmspe:0.137626
[1776]	train-rmspe:0.119340	eval-rmspe:0.137626
[1777]	train-rmspe:0.119326	eval-rmspe:0.137627
[1778]	train-rmspe:0.119306	eval-rmspe:0.137622
[1779]	train-rmspe:0.119302	eval-rmspe:0.137622
[1780]	train-rmspe:0.119293	eval-rmspe:0.137619
[1781]	train-rmspe:0.119275	eval-rmspe:0.137626
[1782]	train-rmspe:0.119236	eval-rmspe:0.137635
[1783]	train-rmspe:0.119197	eval-rmspe:0.137638
[1784]	train-rmspe:0.119189	eval-rmspe:0.137635
[1785]	train-rmspe:0.119169	eval-rmspe:0.137631
[1786]	train-rmspe:0.119162	eval-rmspe:0.137634
[1787]	train-rmspe:0.119157	eval-rmspe:0.137631
[1788]	train-rmspe:0.119145	eval-rmspe:0.137636
[1789]	train-rmspe:0.119134	eval-rmspe:0.137633
[1790]	train-rmspe:0.119125	eval-rmspe:0.137630
[1791]	train-rmspe:0.119095	eval-rmspe:0.137617
[1792]	train-rmspe:0.119092	eval-rmspe:0.137620
[1793]	train-rmspe:0.119090	eval-rmspe:0.137628
[1794]	train-rmspe:0.119087	eval-rmspe:0.137626
[1795]	train-rmspe:0.119077	eval-rmspe:0.137625
[1796]	train-rmspe:0.119060	eval-rmspe:0.137620
[1797]	train-rmspe:0.119054	eval-rmspe:0.137621
[1798]	train-rmspe:0.119034	eval-rmspe:0.137621
[1799]	train-rmspe:0.119029	eval-rmspe:0.137625
[1800]	train-rmspe:0.119025	eval-rmspe:0.137624
[1801]	train-rmspe:0.119004	eval-rmspe:0.137613
[1802]	train-rmspe:0.118999	eval-rmspe:0.137618
[1803]	train-rmspe:0.118978	eval-rmspe:0.137615
[1804]	train-rmspe:0.118966	eval-rmspe:0.137597
[1805]	train-rmspe:0.118955	eval-rmspe:0.137616
[1806]	train-rmspe:0.118932	eval-rmspe:0.137621
[1807]	train-rmspe:0.118928	eval-rmspe:0.137620
[1808]	train-rmspe:0.118920	eval-rmspe:0.137621
[1809]	train-rmspe:0.118904	eval-rmspe:0.137620
[1810]	train-rmspe:0.118865	eval-rmspe:0.137621
[1811]	train-rmspe:0.118847	eval-rmspe:0.137608
[1812]	train-rmspe:0.118844	eval-rmspe:0.137608
[1813]	train-rmspe:0.118814	eval-rmspe:0.137596
[1814]	train-rmspe:0.118769	eval-rmspe:0.137614
[1815]	train-rmspe:0.118767	eval-rmspe:0.137612
[1816]	train-rmspe:0.118764	eval-rmspe:0.137617
[1817]	train-rmspe:0.118763	eval-rmspe:0.137614
[1818]	train-rmspe:0.118759	eval-rmspe:0.137615
[1819]	train-rmspe:0.118746	eval-rmspe:0.137605
[1820]	train-rmspe:0.118742	eval-rmspe:0.137605
[1821]	train-rmspe:0.118716	eval-rmspe:0.137599
[1822]	train-rmspe:0.118706	eval-rmspe:0.137599
[1823]	train-rmspe:0.118686	eval-rmspe:0.137541
[1824]	train-rmspe:0.118663	eval-rmspe:0.137534
[1825]	train-rmspe:0.118652	eval-rmspe:0.137535
[1826]	train-rmspe:0.118648	eval-rmspe:0.137534
[1827]	train-rmspe:0.118645	eval-rmspe:0.137539
[1828]	train-rmspe:0.118617	eval-rmspe:0.137525
[1829]	train-rmspe:0.118608	eval-rmspe:0.137521
[1830]	train-rmspe:0.118604	eval-rmspe:0.137528
[1831]	train-rmspe:0.118595	eval-rmspe:0.137524
[1832]	train-rmspe:0.118576	eval-rmspe:0.137530
[1833]	train-rmspe:0.118554	eval-rmspe:0.137520
[1834]	train-rmspe:0.118550	eval-rmspe:0.137519
[1835]	train-rmspe:0.118503	eval-rmspe:0.137499
[1836]	train-rmspe:0.118487	eval-rmspe:0.137477
[1837]	train-rmspe:0.118444	eval-rmspe:0.137445
[1838]	train-rmspe:0.118437	eval-rmspe:0.137454
[1839]	train-rmspe:0.118431	eval-rmspe:0.137455
[1840]	train-rmspe:0.118417	eval-rmspe:0.137450
[1841]	train-rmspe:0.118408	eval-rmspe:0.137444
[1842]	train-rmspe:0.118401	eval-rmspe:0.137442
[1843]	train-rmspe:0.118386	eval-rmspe:0.137451
[1844]	train-rmspe:0.118356	eval-rmspe:0.137440
[1845]	train-rmspe:0.118341	eval-rmspe:0.137433
[1846]	train-rmspe:0.118330	eval-rmspe:0.137429
[1847]	train-rmspe:0.118329	eval-rmspe:0.137428
[1848]	train-rmspe:0.118263	eval-rmspe:0.137435
[1849]	train-rmspe:0.118249	eval-rmspe:0.137432
[1850]	train-rmspe:0.118249	eval-rmspe:0.137433
[1851]	train-rmspe:0.118248	eval-rmspe:0.137433
[1852]	train-rmspe:0.118236	eval-rmspe:0.137434
[1853]	train-rmspe:0.118234	eval-rmspe:0.137437
[1854]	train-rmspe:0.118234	eval-rmspe:0.137441
[1855]	train-rmspe:0.118100	eval-rmspe:0.137445
[1856]	train-rmspe:0.118078	eval-rmspe:0.137450
[1857]	train-rmspe:0.118018	eval-rmspe:0.137454
[1858]	train-rmspe:0.118014	eval-rmspe:0.137454
[1859]	train-rmspe:0.117971	eval-rmspe:0.137398
[1860]	train-rmspe:0.117961	eval-rmspe:0.137394
[1861]	train-rmspe:0.117932	eval-rmspe:0.137401
[1862]	train-rmspe:0.117910	eval-rmspe:0.137407
[1863]	train-rmspe:0.117901	eval-rmspe:0.137401
[1864]	train-rmspe:0.117877	eval-rmspe:0.137401
[1865]	train-rmspe:0.117851	eval-rmspe:0.137444
[1866]	train-rmspe:0.117831	eval-rmspe:0.137431
[1867]	train-rmspe:0.117810	eval-rmspe:0.137431
[1868]	train-rmspe:0.117793	eval-rmspe:0.137431
[1869]	train-rmspe:0.117787	eval-rmspe:0.137425
[1870]	train-rmspe:0.117774	eval-rmspe:0.137411
[1871]	train-rmspe:0.117770	eval-rmspe:0.137409
[1872]	train-rmspe:0.117763	eval-rmspe:0.137416
[1873]	train-rmspe:0.117736	eval-rmspe:0.137419
[1874]	train-rmspe:0.117705	eval-rmspe:0.137374
[1875]	train-rmspe:0.117688	eval-rmspe:0.137364
[1876]	train-rmspe:0.117674	eval-rmspe:0.137377
[1877]	train-rmspe:0.117648	eval-rmspe:0.137268
[1878]	train-rmspe:0.117639	eval-rmspe:0.137262
[1879]	train-rmspe:0.117632	eval-rmspe:0.137267
[1880]	train-rmspe:0.117601	eval-rmspe:0.137267
[1881]	train-rmspe:0.117583	eval-rmspe:0.137269
[1882]	train-rmspe:0.117578	eval-rmspe:0.137269
[1883]	train-rmspe:0.117577	eval-rmspe:0.137270
[1884]	train-rmspe:0.117574	eval-rmspe:0.137269
[1885]	train-rmspe:0.117564	eval-rmspe:0.137270
[1886]	train-rmspe:0.117561	eval-rmspe:0.137266
[1887]	train-rmspe:0.117538	eval-rmspe:0.137243
[1888]	train-rmspe:0.117532	eval-rmspe:0.137239
[1889]	train-rmspe:0.117514	eval-rmspe:0.137241
